11:38:52.494404 ARP, Request who-has 10.12.19.23 (ff:ff:ff:ff:ff:ff) tell 10.12.100.44, length 46
11:38:52.695113 IP 10.12.100.44.63818 > 10.12.19.23.1419: UDP, length 0
11:39:00.021517 IP 10.12.100.44.63819 > 10.12.19.23.64481: UDP, length 0
11:39:00.045791 IP 10.12.100.44.63818 > 10.12.19.23.59765: UDP, length 0
11:39:00.056539 IP 10.12.100.44.63818 > 10.12.19.23.48189: UDP, length 0
11:39:00.058757 IP 10.12.100.44.63818 > 10.12.19.23.21967: UDP, length 0
11:39:00.061283 IP 10.12.100.44.63818 > 10.12.19.23.38: UDP, length 0
11:39:00.063818 IP 10.12.100.44.63818 > 10.12.19.23.17762: UDP, length 0
11:39:00.066152 IP 10.12.100.44.63818 > 10.12.19.23.37843: UDP, length 0
11:39:00.068438 IP 10.12.100.44.63818 > 10.12.19.23.44968: UDP, length 0
11:39:00.070495 IP 10.12.100.44.63818 > 10.12.19.23.33717: UDP, length 0
11:39:00.070501 IP 10.12.100.44.63818 > 10.12.19.23.62154: UDP, length 0
11:39:00.072838 IP 10.12.100.44.63818 > 10.12.19.23.44253: UDP, length 0
11:39:00.096171 IP 10.12.100.44.63819 > 10.12.19.23.59765: UDP, length 0
11:39:00.106716 IP 10.12.100.44.63819 > 10.12.19.23.48189: UDP, length 0
11:39:00.109058 IP 10.12.100.44.63819 > 10.12.19.23.21967: UDP, length 0
11:39:00.111615 IP 10.12.100.44.63819 > 10.12.19.23.38: UDP, length 0
11:39:00.114000 IP 10.12.100.44.63819 > 10.12.19.23.17762: UDP, length 0
11:39:00.116385 IP 10.12.100.44.63819 > 10.12.19.23.37843: UDP, length 0
11:39:00.118529 IP 10.12.100.44.63819 > 10.12.19.23.44968: UDP, length 0
11:39:00.120801 IP 10.12.100.44.63819 > 10.12.19.23.62154: UDP, length 0
11:39:00.120820 IP 10.12.100.44.63819 > 10.12.19.23.33717: UDP, length 0
11:39:00.123211 IP 10.12.100.44.63819 > 10.12.19.23.44253: UDP, length 0
11:39:00.146263 IP 10.12.100.44.63818 > 10.12.19.23.17219: UDP, length 0
11:39:00.157568 IP 10.12.100.44.63818 > 10.12.19.23.39723: UDP, length 0
11:39:00.159995 IP 10.12.100.44.63818 > 10.12.19.23.20851: UDP, length 0
11:39:00.162333 IP 10.12.100.44.63818 > 10.12.19.23.1007: UDP, length 0
11:39:00.164718 IP 10.12.100.44.63818 > 10.12.19.23.8181: UDP, length 0
11:39:00.167046 IP 10.12.100.44.63818 > 10.12.19.23.19722: UDP, length 0
11:39:00.169409 IP 10.12.100.44.63818 > 10.12.19.23.63555: UDP, length 0
11:39:00.171751 IP 10.12.100.44.63818 > 10.12.19.23.1124: UDP, length 0
11:39:00.171770 IP 10.12.100.44.63818 > 10.12.19.23.1040: UDP, length 0
11:39:00.174064 IP 10.12.100.44.63818 > 10.12.19.23.838: UDP, length 0
11:39:00.196575 IP 10.12.100.44.63819 > 10.12.19.23.17219: UDP, length 0
11:39:00.207624 IP 10.12.100.44.63819 > 10.12.19.23.39723: UDP, length 0
11:39:00.210301 IP 10.12.100.44.63819 > 10.12.19.23.20851: UDP, length 0
11:39:00.212796 IP 10.12.100.44.63819 > 10.12.19.23.1007: UDP, length 0
11:39:00.215014 IP 10.12.100.44.63819 > 10.12.19.23.8181: UDP, length 0
11:39:00.217360 IP 10.12.100.44.63819 > 10.12.19.23.19722: UDP, length 0
11:39:00.219833 IP 10.12.100.44.63819 > 10.12.19.23.63555: UDP, length 0
11:39:00.222178 IP 10.12.100.44.63819 > 10.12.19.23.1040: UDP, length 0
11:39:00.222185 IP 10.12.100.44.63819 > 10.12.19.23.1124: UDP, length 0
11:39:00.224175 IP 10.12.100.44.63819 > 10.12.19.23.838: UDP, length 0
11:39:00.247066 IP 10.12.100.44.63818 > 10.12.19.23.9950: UDP, length 0
11:39:00.257936 IP 10.12.100.44.63818 > 10.12.19.23.49175: UDP, length 0
11:39:00.260461 IP 10.12.100.44.63818 > 10.12.19.23.517: UDP, length 0
11:39:00.262944 IP 10.12.100.44.63818 > 10.12.19.23.49182: UDP, length 0
11:39:00.265107 IP 10.12.100.44.63818 > 10.12.19.23.996: UDP, length 0
11:39:00.267429 IP 10.12.100.44.63818 > 10.12.19.23.20762: UDP, length 0
11:39:00.270097 IP 10.12.100.44.63818 > 10.12.19.23.25337: UDP, length 0
11:39:00.272286 IP 10.12.100.44.63818 > 10.12.19.23.18883: UDP, length 0
11:39:00.272305 IP 10.12.100.44.63818 > 10.12.19.23.8900: UDP, length 0
11:39:00.274392 IP 10.12.100.44.63818 > 10.12.19.23.41081: UDP, length 0
11:39:00.297557 IP 10.12.100.44.63819 > 10.12.19.23.9950: UDP, length 0
11:39:00.307937 IP 10.12.100.44.63819 > 10.12.19.23.49175: UDP, length 0
11:39:00.310724 IP 10.12.100.44.63819 > 10.12.19.23.517: UDP, length 0
11:39:00.313207 IP 10.12.100.44.63819 > 10.12.19.23.49182: UDP, length 0
11:39:00.315462 IP 10.12.100.44.63819 > 10.12.19.23.996: UDP, length 0
11:39:00.317633 IP 10.12.100.44.63819 > 10.12.19.23.20762: UDP, length 0
11:39:00.320210 IP 10.12.100.44.63819 > 10.12.19.23.25337: UDP, length 0
11:39:00.322457 IP 10.12.100.44.63819 > 10.12.19.23.8900: UDP, length 0
11:39:00.322463 IP 10.12.100.44.63819 > 10.12.19.23.18883: UDP, length 0
11:39:00.324879 IP 10.12.100.44.63819 > 10.12.19.23.41081: UDP, length 0
11:39:00.347939 IP 10.12.100.44.63818 > 10.12.19.23.32777: UDP, length 0
11:39:00.358029 IP 10.12.100.44.63818 > 10.12.19.23.139: UDP, length 0
11:39:00.360766 IP 10.12.100.44.63818 > 10.12.19.23.80: UDP, length 0
11:39:00.363710 IP 10.12.100.44.63818 > 10.12.19.23.60172: UDP, length 0
11:39:00.365853 IP 10.12.100.44.63818 > 10.12.19.23.49185: UDP, length 0
11:39:00.368196 IP 10.12.100.44.63818 > 10.12.19.23.16779: UDP, length 0
11:39:00.370518 IP 10.12.100.44.63818 > 10.12.19.23.18134: UDP, length 0
11:39:00.372972 IP 10.12.100.44.63818 > 10.12.19.23.17101: UDP, length 0
11:39:00.372979 IP 10.12.100.44.63818 > 10.12.19.23.43370: UDP, length 0
11:39:00.375086 IP 10.12.100.44.63818 > 10.12.19.23.29078: UDP, length 0
11:39:00.398460 IP 10.12.100.44.63819 > 10.12.19.23.32777: UDP, length 0
11:39:00.408055 IP 10.12.100.44.63819 > 10.12.19.23.139: UDP, length 0
11:39:00.411100 IP 10.12.100.44.63819 > 10.12.19.23.80: UDP, length 0
11:39:00.413885 IP 10.12.100.44.63819 > 10.12.19.23.60172: UDP, length 0
11:39:00.416212 IP 10.12.100.44.63819 > 10.12.19.23.49185: UDP, length 0
11:39:00.418471 IP 10.12.100.44.63819 > 10.12.19.23.16779: UDP, length 0
11:39:00.420598 IP 10.12.100.44.63819 > 10.12.19.23.18134: UDP, length 0
11:39:00.423251 IP 10.12.100.44.63819 > 10.12.19.23.43370: UDP, length 0
11:39:00.423270 IP 10.12.100.44.63819 > 10.12.19.23.17101: UDP, length 0
11:39:00.425339 IP 10.12.100.44.63819 > 10.12.19.23.29078: UDP, length 0
11:39:00.448927 IP 10.12.100.44.63818 > 10.12.19.23.19998: UDP, length 0
11:39:00.458763 IP 10.12.100.44.63818 > 10.12.19.23.10080: UDP, length 54
11:39:00.461270 IP 10.12.100.44.63818 > 10.12.19.23.49196: UDP, length 0
11:39:00.464474 IP 10.12.100.44.63818 > 10.12.19.23.20522: UDP, length 0
11:39:00.466761 IP 10.12.100.44.63818 > 10.12.19.23.41967: UDP, length 0
11:39:00.469050 IP 10.12.100.44.63818 > 10.12.19.23.5555: UDP, length 0
11:39:00.471502 IP 10.12.100.44.63818 > 10.12.19.23.5010: UDP, length 0
11:39:00.473644 IP 10.12.100.44.63818 > 10.12.19.23.41896: UDP, length 0
11:39:00.473652 IP 10.12.100.44.63818 > 10.12.19.23.16680: UDP, length 0
11:39:00.475987 IP 10.12.100.44.63818 > 10.12.19.23.21186: UDP, length 0
11:39:00.499430 IP 10.12.100.44.63819 > 10.12.19.23.19998: UDP, length 0
11:39:00.508864 IP 10.12.100.44.63819 > 10.12.19.23.10080: UDP, length 54
11:39:00.511356 IP 10.12.100.44.63819 > 10.12.19.23.49196: UDP, length 0
11:39:00.514690 IP 10.12.100.44.63819 > 10.12.19.23.20522: UDP, length 0
11:39:00.517084 IP 10.12.100.44.63819 > 10.12.19.23.41967: UDP, length 0
11:39:00.519407 IP 10.12.100.44.63819 > 10.12.19.23.5555: UDP, length 0
11:39:00.521646 IP 10.12.100.44.63819 > 10.12.19.23.5010: UDP, length 0
11:39:00.524013 IP 10.12.100.44.63819 > 10.12.19.23.16680: UDP, length 0
11:39:00.524020 IP 10.12.100.44.63819 > 10.12.19.23.41896: UDP, length 0
11:39:00.526244 IP 10.12.100.44.63819 > 10.12.19.23.21186: UDP, length 0
11:39:00.549475 IP 10.12.100.44.63818 > 10.12.19.23.49173: UDP, length 0
11:39:00.560062 IP 10.12.100.44.63818 > 10.12.19.23.16786: UDP, length 0
11:39:00.562344 IP 10.12.100.44.63818 > 10.12.19.23.19047: UDP, length 0
11:39:00.565095 IP 10.12.100.44.63818 > 10.12.19.23.35794: UDP, length 0
11:39:00.567483 IP 10.12.100.44.63818 > 10.12.19.23.19322: UDP, length 0
11:39:00.569599 IP 10.12.100.44.63818 > 10.12.19.23.49165: UDP, length 0
11:39:00.571968 IP 10.12.100.44.63818 > 10.12.19.23.19096: UDP, length 0
11:39:00.574241 IP 10.12.100.44.63818 > 10.12.19.23.19227: UDP, length 0
11:39:00.574248 IP 10.12.100.44.63818 > 10.12.19.23.16503: UDP, length 0
11:39:00.576666 IP 10.12.100.44.63818 > 10.12.19.23.8000: UDP, length 0
11:39:00.599683 IP 10.12.100.44.63819 > 10.12.19.23.49173: UDP, length 0
11:39:00.610638 IP 10.12.100.44.63819 > 10.12.19.23.16786: UDP, length 0
11:39:00.612975 IP 10.12.100.44.63819 > 10.12.19.23.19047: UDP, length 0
11:39:00.615406 IP 10.12.100.44.63819 > 10.12.19.23.35794: UDP, length 0
11:39:00.617457 IP 10.12.100.44.63819 > 10.12.19.23.19322: UDP, length 0
11:39:00.619880 IP 10.12.100.44.63819 > 10.12.19.23.49165: UDP, length 0
11:39:00.622244 IP 10.12.100.44.63819 > 10.12.19.23.19096: UDP, length 0
11:39:00.624364 IP 10.12.100.44.63819 > 10.12.19.23.16503: UDP, length 0
11:39:00.624372 IP 10.12.100.44.63819 > 10.12.19.23.19227: UDP, length 0
11:39:00.626981 IP 10.12.100.44.63819 > 10.12.19.23.8000: UDP, length 0
11:39:00.649925 IP 10.12.100.44.63818 > 10.12.19.23.54281: UDP, length 0
11:39:00.660671 IP 10.12.100.44.63818 > 10.12.19.23.158: UDP, length 0
11:39:00.663408 IP 10.12.100.44.63818 > 10.12.19.23.27707: UDP, length 0
11:39:00.665463 IP 10.12.100.44.63818 > 10.12.19.23.19695: UDP, length 0
11:39:00.667740 IP 10.12.100.44.63818 > 10.12.19.23.21868: UDP, length 0
11:39:00.670117 IP 10.12.100.44.63818 > 10.12.19.23.688: UDP, length 0
11:39:00.672427 IP 10.12.100.44.63818 > 10.12.19.23.19075: UDP, length 0
11:39:00.674725 IP 10.12.100.44.63818 > 10.12.19.23.1059: UDP, length 0
11:39:00.674786 IP 10.12.100.44.63818 > 10.12.19.23.999: UDP, length 0
11:39:00.677300 IP 10.12.100.44.63818 > 10.12.19.23.20411: UDP, length 0
11:39:00.700262 IP 10.12.100.44.63819 > 10.12.19.23.54281: UDP, length 0
11:39:00.711841 IP 10.12.100.44.63819 > 10.12.19.23.158: UDP, length 0
11:39:00.714193 IP 10.12.100.44.63819 > 10.12.19.23.27707: UDP, length 0
11:39:00.716734 IP 10.12.100.44.63819 > 10.12.19.23.19695: UDP, length 0
11:39:00.719083 IP 10.12.100.44.63819 > 10.12.19.23.21868: UDP, length 0
11:39:00.721456 IP 10.12.100.44.63819 > 10.12.19.23.688: UDP, length 0
11:39:00.723867 IP 10.12.100.44.63819 > 10.12.19.23.19075: UDP, length 0
11:39:00.726163 IP 10.12.100.44.63819 > 10.12.19.23.999: UDP, length 0
11:39:00.726170 IP 10.12.100.44.63819 > 10.12.19.23.1059: UDP, length 0
11:39:00.728564 IP 10.12.100.44.63819 > 10.12.19.23.20411: UDP, length 0
11:39:00.750619 IP 10.12.100.44.63818 > 10.12.19.23.31109: UDP, length 0
11:39:00.762844 IP 10.12.100.44.63818 > 10.12.19.23.19415: UDP, length 0
11:39:00.765208 IP 10.12.100.44.63818 > 10.12.19.23.49199: UDP, length 0
11:39:00.767584 IP 10.12.100.44.63818 > 10.12.19.23.192: UDP, length 0
11:39:00.769812 IP 10.12.100.44.63818 > 10.12.19.23.23: UDP, length 0
11:39:00.772219 IP 10.12.100.44.63818 > 10.12.19.23.19719: UDP, length 0
11:39:00.774501 IP 10.12.100.44.63818 > 10.12.19.23.17549: UDP, length 0
11:39:00.776766 IP 10.12.100.44.63818 > 10.12.19.23.62575: UDP, length 0
11:39:00.776786 IP 10.12.100.44.63818 > 10.12.19.23.1066: UDP, length 0
11:39:00.779139 IP 10.12.100.44.63818 > 10.12.19.23.22109: UDP, length 0
11:39:00.800705 IP 10.12.100.44.63819 > 10.12.19.23.31109: UDP, length 0
11:39:00.813408 IP 10.12.100.44.63819 > 10.12.19.23.19415: UDP, length 0
11:39:00.815558 IP 10.12.100.44.63819 > 10.12.19.23.49199: UDP, length 0
11:39:00.817844 IP 10.12.100.44.63819 > 10.12.19.23.192: UDP, length 0
11:39:00.820011 IP 10.12.100.44.63819 > 10.12.19.23.23: UDP, length 0
11:39:00.822384 IP 10.12.100.44.63819 > 10.12.19.23.19719: UDP, length 0
11:39:00.824830 IP 10.12.100.44.63819 > 10.12.19.23.17549: UDP, length 0
11:39:00.827200 IP 10.12.100.44.63819 > 10.12.19.23.1066: UDP, length 0
11:39:00.827207 IP 10.12.100.44.63819 > 10.12.19.23.62575: UDP, length 0
11:39:00.829435 IP 10.12.100.44.63819 > 10.12.19.23.22109: UDP, length 0
11:39:00.851109 IP 10.12.100.44.63818 > 10.12.19.23.18807: UDP, length 0
11:39:00.864600 IP 10.12.100.44.63818 > 10.12.19.23.50708: UDP, length 0
11:39:00.867017 IP 10.12.100.44.63818 > 10.12.19.23.19283: UDP, length 0
11:39:00.869554 IP 10.12.100.44.63818 > 10.12.19.23.998: UDP, length 0
11:39:00.871876 IP 10.12.100.44.63818 > 10.12.19.23.1455: UDP, length 0
11:39:00.874051 IP 10.12.100.44.63818 > 10.12.19.23.21576: UDP, length 0
11:39:00.876435 IP 10.12.100.44.63818 > 10.12.19.23.49213: UDP, length 0
11:39:00.878763 IP 10.12.100.44.63818 > 10.12.19.23.1064: UDP, length 0
11:39:00.878805 IP 10.12.100.44.63818 > 10.12.19.23.682: UDP, length 0
11:39:00.881326 IP 10.12.100.44.63818 > 10.12.19.23.443: UDP, length 0
11:39:00.901201 IP 10.12.100.44.63819 > 10.12.19.23.18807: UDP, length 0
11:39:00.915146 IP 10.12.100.44.63819 > 10.12.19.23.50708: UDP, length 0
11:39:00.917494 IP 10.12.100.44.63819 > 10.12.19.23.19283: UDP, length 0
11:39:00.919858 IP 10.12.100.44.63819 > 10.12.19.23.998: UDP, length 0
11:39:00.921935 IP 10.12.100.44.63819 > 10.12.19.23.1455: UDP, length 0
11:39:00.924426 IP 10.12.100.44.63819 > 10.12.19.23.21576: UDP, length 0
11:39:00.926512 IP 10.12.100.44.63819 > 10.12.19.23.49213: UDP, length 0
11:39:00.929018 IP 10.12.100.44.63819 > 10.12.19.23.682: UDP, length 0
11:39:00.929025 IP 10.12.100.44.63819 > 10.12.19.23.1064: UDP, length 0
11:39:00.931752 IP 10.12.100.44.63819 > 10.12.19.23.443: UDP, length 0
11:39:00.951452 IP 10.12.100.44.63818 > 10.12.19.23.50099: UDP, length 0
11:39:00.966080 IP 10.12.100.44.63818 > 10.12.19.23.19140: UDP, length 0
11:39:00.968498 IP 10.12.100.44.63818 > 10.12.19.23.54321: UDP, length 0
11:39:00.970970 IP 10.12.100.44.63818 > 10.12.19.23.18821: UDP, length 0
11:39:00.973125 IP 10.12.100.44.63818 > 10.12.19.23.1030: UDP, length 0
11:39:00.975618 IP 10.12.100.44.63818 > 10.12.19.23.631: UDP, length 0
11:39:00.977857 IP 10.12.100.44.63818 > 10.12.19.23.20919: UDP, length 0
11:39:00.980213 IP 10.12.100.44.63818 > 10.12.19.23.1070: UDP, length 0
11:39:00.980219 IP 10.12.100.44.63818 > 10.12.19.23.1029: UDP, length 0
11:39:00.982486 IP 10.12.100.44.63818 > 10.12.19.23.6970: UDP, length 0
11:39:01.001723 IP 10.12.100.44.63819 > 10.12.19.23.50099: UDP, length 0
11:39:01.016381 IP 10.12.100.44.63819 > 10.12.19.23.19140: UDP, length 0
11:39:01.018997 IP 10.12.100.44.63819 > 10.12.19.23.54321: UDP, length 0
11:39:01.021584 IP 10.12.100.44.63819 > 10.12.19.23.18821: UDP, length 0
11:39:01.023900 IP 10.12.100.44.63819 > 10.12.19.23.1030: UDP, length 0
11:39:01.026161 IP 10.12.100.44.63819 > 10.12.19.23.631: UDP, length 0
11:39:01.028503 IP 10.12.100.44.63819 > 10.12.19.23.20919: UDP, length 0
11:39:01.030576 IP 10.12.100.44.63819 > 10.12.19.23.1029: UDP, length 0
11:39:01.030595 IP 10.12.100.44.63819 > 10.12.19.23.1070: UDP, length 0
11:39:01.032730 IP 10.12.100.44.63819 > 10.12.19.23.6970: UDP, length 0
11:39:01.052392 IP 10.12.100.44.63818 > 10.12.19.23.49154: UDP, length 0
11:39:01.066924 IP 10.12.100.44.63818 > 10.12.19.23.21625: UDP, length 0
11:39:01.069488 IP 10.12.100.44.63818 > 10.12.19.23.57813: UDP, length 0
11:39:01.071952 IP 10.12.100.44.63818 > 10.12.19.23.21524: UDP, length 0
11:39:01.074173 IP 10.12.100.44.63818 > 10.12.19.23.22043: UDP, length 0
11:39:01.076906 IP 10.12.100.44.63818 > 10.12.19.23.1019: UDP, length 0
11:39:01.079385 IP 10.12.100.44.63818 > 10.12.19.23.49350: UDP, length 0
11:39:01.081592 IP 10.12.100.44.63818 > 10.12.19.23.18113: UDP, length 0
11:39:01.081603 IP 10.12.100.44.63818 > 10.12.19.23.38498: UDP, length 0
11:39:01.083820 IP 10.12.100.44.63818 > 10.12.19.23.45722: UDP, length 0
11:39:01.103153 IP 10.12.100.44.63819 > 10.12.19.23.49154: UDP, length 0
11:39:01.117048 IP 10.12.100.44.63819 > 10.12.19.23.21625: UDP, length 0
11:39:01.119997 IP 10.12.100.44.63819 > 10.12.19.23.57813: UDP, length 0
11:39:01.122299 IP 10.12.100.44.63819 > 10.12.19.23.21524: UDP, length 0
11:39:01.124467 IP 10.12.100.44.63819 > 10.12.19.23.22043: UDP, length 0
11:39:01.127236 IP 10.12.100.44.63819 > 10.12.19.23.1019: UDP, length 0
11:39:01.129594 IP 10.12.100.44.63819 > 10.12.19.23.49350: UDP, length 0
11:39:01.131974 IP 10.12.100.44.63819 > 10.12.19.23.38498: UDP, length 0
11:39:01.131993 IP 10.12.100.44.63819 > 10.12.19.23.18113: UDP, length 0
11:39:01.134295 IP 10.12.100.44.63819 > 10.12.19.23.45722: UDP, length 0
11:39:01.154380 IP 10.12.100.44.63818 > 10.12.19.23.17018: UDP, length 0
11:39:01.167519 IP 10.12.100.44.63818 > 10.12.19.23.39632: UDP, length 0
11:39:01.170272 IP 10.12.100.44.63818 > 10.12.19.23.11487: UDP, length 0
11:39:01.172636 IP 10.12.100.44.63818 > 10.12.19.23.34796: UDP, length 0
11:39:01.174995 IP 10.12.100.44.63818 > 10.12.19.23.16948: UDP, length 0
11:39:01.177396 IP 10.12.100.44.63818 > 10.12.19.23.16839: UDP, length 0
11:39:01.179772 IP 10.12.100.44.63818 > 10.12.19.23.51586: UDP, length 0
11:39:01.182128 IP 10.12.100.44.63818 > 10.12.19.23.23176: UDP, length 0
11:39:01.182135 IP 10.12.100.44.63818 > 10.12.19.23.18835: UDP, length 0
11:39:01.184623 IP 10.12.100.44.63818 > 10.12.19.23.44190: UDP, length 0
11:39:01.204898 IP 10.12.100.44.63819 > 10.12.19.23.17018: UDP, length 0
11:39:01.217538 IP 10.12.100.44.63819 > 10.12.19.23.39632: UDP, length 0
11:39:01.220881 IP 10.12.100.44.63819 > 10.12.19.23.11487: UDP, length 0
11:39:01.223127 IP 10.12.100.44.63819 > 10.12.19.23.34796: UDP, length 0
11:39:01.225205 IP 10.12.100.44.63819 > 10.12.19.23.16948: UDP, length 0
11:39:01.227800 IP 10.12.100.44.63819 > 10.12.19.23.16839: UDP, length 0
11:39:01.230242 IP 10.12.100.44.63819 > 10.12.19.23.51586: UDP, length 0
11:39:01.232498 IP 10.12.100.44.63819 > 10.12.19.23.18835: UDP, length 0
11:39:01.232566 IP 10.12.100.44.63819 > 10.12.19.23.23176: UDP, length 0
11:39:01.234618 IP 10.12.100.44.63819 > 10.12.19.23.44190: UDP, length 0
11:39:01.255661 IP 10.12.100.44.63818 > 10.12.19.23.61481: UDP, length 0
11:39:01.268655 IP 10.12.100.44.63818 > 10.12.19.23.1900: UDP, length 0
11:39:01.271006 IP 10.12.100.44.63818 > 10.12.19.23.50612: UDP, length 0
11:39:01.273209 IP 10.12.100.44.63818 > 10.12.19.23.513: UDP, length 0
11:39:01.275494 IP 10.12.100.44.63818 > 10.12.19.23.61550: UDP, length 0
11:39:01.278111 IP 10.12.100.44.63818 > 10.12.19.23.17939: UDP, length 0
11:39:01.280402 IP 10.12.100.44.63818 > 10.12.19.23.50919: UDP, length 0
11:39:01.282736 IP 10.12.100.44.63818 > 10.12.19.23.18156: UDP, length 0
11:39:01.282755 IP 10.12.100.44.63818 > 10.12.19.23.16430: UDP, length 0
11:39:01.284895 IP 10.12.100.44.63818 > 10.12.19.23.1026: UDP, length 0
11:39:01.306353 IP 10.12.100.44.63819 > 10.12.19.23.61481: UDP, length 0
11:39:01.318775 IP 10.12.100.44.63819 > 10.12.19.23.1900: UDP, length 0
11:39:01.321349 IP 10.12.100.44.63819 > 10.12.19.23.50612: UDP, length 0
11:39:01.323655 IP 10.12.100.44.63819 > 10.12.19.23.513: UDP, length 0
11:39:01.325875 IP 10.12.100.44.63819 > 10.12.19.23.61550: UDP, length 0
11:39:01.328313 IP 10.12.100.44.63819 > 10.12.19.23.17939: UDP, length 0
11:39:01.330617 IP 10.12.100.44.63819 > 10.12.19.23.50919: UDP, length 0
11:39:01.332990 IP 10.12.100.44.63819 > 10.12.19.23.16430: UDP, length 0
11:39:01.332997 IP 10.12.100.44.63819 > 10.12.19.23.18156: UDP, length 0
11:39:01.335217 IP 10.12.100.44.63819 > 10.12.19.23.1026: UDP, length 0
11:39:01.356580 IP 10.12.100.44.63818 > 10.12.19.23.20206: UDP, length 0
11:39:01.369977 IP 10.12.100.44.63818 > 10.12.19.23.32815: UDP, length 0
11:39:01.372226 IP 10.12.100.44.63818 > 10.12.19.23.20004: UDP, length 0
11:39:01.374612 IP 10.12.100.44.63818 > 10.12.19.23.684: UDP, length 0
11:39:01.376974 IP 10.12.100.44.63818 > 10.12.19.23.38063: UDP, length 0
11:39:01.379362 IP 10.12.100.44.63818 > 10.12.19.23.2362: UDP, length 0
11:39:01.381503 IP 10.12.100.44.63818 > 10.12.19.23.61412: UDP, length 0
11:39:01.384079 IP 10.12.100.44.63818 > 10.12.19.23.16697: UDP, length 0
11:39:01.384098 IP 10.12.100.44.63818 > 10.12.19.23.111: UDP, length 40
11:39:01.386404 IP 10.12.100.44.63818 > 10.12.19.23.21742: UDP, length 0
11:39:01.407324 IP 10.12.100.44.63819 > 10.12.19.23.20206: UDP, length 0
11:39:01.420680 IP 10.12.100.44.63819 > 10.12.19.23.32815: UDP, length 0
11:39:01.422945 IP 10.12.100.44.63819 > 10.12.19.23.20004: UDP, length 0
11:39:01.425364 IP 10.12.100.44.63819 > 10.12.19.23.684: UDP, length 0
11:39:01.427631 IP 10.12.100.44.63819 > 10.12.19.23.38063: UDP, length 0
11:39:01.429922 IP 10.12.100.44.63819 > 10.12.19.23.2362: UDP, length 0
11:39:01.432318 IP 10.12.100.44.63819 > 10.12.19.23.61412: UDP, length 0
11:39:01.434620 IP 10.12.100.44.63819 > 10.12.19.23.111: UDP, length 40
11:39:01.434639 IP 10.12.100.44.63819 > 10.12.19.23.16697: UDP, length 0
11:39:01.436820 IP 10.12.100.44.63819 > 10.12.19.23.21742: UDP, length 0
11:39:01.457987 IP 10.12.100.44.63818 > 10.12.19.23.30544: UDP, length 0
11:39:01.470901 IP 10.12.100.44.63818 > 10.12.19.23.18360: UDP, length 0
11:39:01.473435 IP 10.12.100.44.63818 > 10.12.19.23.49188: UDP, length 0
11:39:01.475922 IP 10.12.100.44.63818 > 10.12.19.23.36945: UDP, length 0
11:39:01.478200 IP 10.12.100.44.63818 > 10.12.19.23.29810: UDP, length 0
11:39:01.480520 IP 10.12.100.44.63818 > 10.12.19.23.207: UDP, length 0
11:39:01.482821 IP 10.12.100.44.63818 > 10.12.19.23.32770: UDP, length 0
11:39:01.485122 IP 10.12.100.44.63818 > 10.12.19.23.17989: UDP, length 0
11:39:01.485160 IP 10.12.100.44.63818 > 10.12.19.23.49157: UDP, length 0
11:39:01.487394 IP 10.12.100.44.63818 > 10.12.19.23.19500: UDP, length 0
11:39:01.508022 IP 10.12.100.44.63819 > 10.12.19.23.30544: UDP, length 0
11:39:01.522190 IP 10.12.100.44.63819 > 10.12.19.23.18360: UDP, length 0
11:39:01.524624 IP 10.12.100.44.63819 > 10.12.19.23.49188: UDP, length 0
11:39:01.527096 IP 10.12.100.44.63819 > 10.12.19.23.36945: UDP, length 0
11:39:01.529370 IP 10.12.100.44.63819 > 10.12.19.23.29810: UDP, length 0
11:39:01.531689 IP 10.12.100.44.63819 > 10.12.19.23.207: UDP, length 0
11:39:01.533900 IP 10.12.100.44.63819 > 10.12.19.23.32770: UDP, length 0
11:39:01.536287 IP 10.12.100.44.63819 > 10.12.19.23.49157: UDP, length 0
11:39:01.536309 IP 10.12.100.44.63819 > 10.12.19.23.17989: UDP, length 0
11:39:01.538598 IP 10.12.100.44.63819 > 10.12.19.23.19500: UDP, length 0
11:39:01.558807 IP 10.12.100.44.63818 > 10.12.19.23.18373: UDP, length 0
11:39:01.572343 IP 10.12.100.44.63818 > 10.12.19.23.16739: UDP, length 0
11:39:01.574691 IP 10.12.100.44.63818 > 10.12.19.23.1088: UDP, length 0
11:39:01.577554 IP 10.12.100.44.63818 > 10.12.19.23.16838: UDP, length 0
11:39:01.580102 IP 10.12.100.44.63818 > 10.12.19.23.41308: UDP, length 0
11:39:01.582297 IP 10.12.100.44.63818 > 10.12.19.23.1042: UDP, length 0
11:39:01.584748 IP 10.12.100.44.63818 > 10.12.19.23.52225: UDP, length 0
11:39:01.587105 IP 10.12.100.44.63818 > 10.12.19.23.1051: UDP, length 0
11:39:01.587112 IP 10.12.100.44.63818 > 10.12.19.23.49396: UDP, length 0
11:39:01.589357 IP 10.12.100.44.63818 > 10.12.19.23.17616: UDP, length 0
11:39:01.608918 IP 10.12.100.44.63819 > 10.12.19.23.18373: UDP, length 0
11:39:01.623378 IP 10.12.100.44.63819 > 10.12.19.23.16739: UDP, length 0
11:39:01.625425 IP 10.12.100.44.63819 > 10.12.19.23.1088: UDP, length 0
11:39:01.628036 IP 10.12.100.44.63819 > 10.12.19.23.16838: UDP, length 0
11:39:01.630484 IP 10.12.100.44.63819 > 10.12.19.23.41308: UDP, length 0
